participant.label,conjoint_app.1.player.id_in_group,conjoint_app.1.player.role,conjoint_app.1.player.payoff,conjoint_app.1.player.device_type,conjoint_app.1.player.operating_system,conjoint_app.1.player.browser,conjoint_app.1.player.lang,conjoint_app.1.player.language,conjoint_app.1.player.use_of_device,conjoint_app.1.player.time_start,conjoint_app.1.group.id_in_subsession,conjoint_app.1.subsession.round_number,demographic_app.1.player.id_in_group,demographic_app.1.player.role,demographic_app.1.player.payoff,demographic_app.1.player.rent,demographic_app.1.player.income,demographic_app.1.player.edu_father,demographic_app.1.player.edu_mother,demographic_app.1.player.ocu_father,demographic_app.1.player.ocu_mother,demographic_app.1.player.age,demographic_app.1.player.gender,demographic_app.1.player.postcode,demographic_app.1.player.tutorial,demographic_app.1.player.grade,demographic_app.1.group.id_in_subsession,demographic_app.1.subsession.round_number,network_app.1.player.participantcode,political_app.1.player.id_in_group,political_app.1.player.role,political_app.1.player.payoff,political_app.1.player.sunday_poll,political_app.1.player.sunday_party_vote,political_app.1.player.sunday_not_eligible,political_app.1.player.noteligible_sunday_party_vote,political_app.1.player.scalo_cdu,political_app.1.player.scalo_csu,political_app.1.player.scalo_spd,political_app.1.player.scalo_gruene,political_app.1.player.scalo_fdp,political_app.1.player.scalo_afd,political_app.1.player.scalo_linke,political_app.1.player.scalo_bsw,political_app.1.player.scalo_pep1,political_app.1.player.scalo_pep2,political_app.1.player.scalo_pep3,political_app.1.player.scalo_pep4,political_app.1.player.scalo_pep5,political_app.1.player.scalo_pep6,political_app.1.player.scalo_pep7,political_app.1.player.scalo_pep8,political_app.1.player.scalo_pep9,political_app.1.player.scalo_pep10,political_app.1.player.scalo_pep11,political_app.1.player.scalo_pep12,political_app.1.player.scalo_pep13,political_app.1.player.scalo_pep14,political_app.1.player.scalo_pep15,political_app.1.player.scalo_pep16,political_app.1.player.politics_question_one,political_app.1.player.politics_question_two,political_app.1.player.politics_question_three,political_app.1.player.politics_question_four,political_app.1.player.politics_question_five,political_app.1.player.politics_question_six,political_app.1.player.politics_question_seven,political_app.1.player.lr_CDU,political_app.1.player.lr_CSU,political_app.1.player.lr_SPD,political_app.1.player.lr_Gruene,political_app.1.player.lr_FDP,political_app.1.player.lr_Linke,political_app.1.player.lr_AfD,political_app.1.player.lr_BSW,political_app.1.group.id_in_subsession,political_app.1.subsession.round_number
,73,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:42.643Z,1,1,73,,0.0,,,3.0,3.0,1.0,1.0,21.0,2.0,71.0,-999.0,4.0,1,1,uge,73,,0.0,1.0,2.0,,,4.0,4.0,-3.0,-5.0,3.0,-1.0,-5.0,0.0,-4,-1,-1,5,4,3,-4,-3,-5,-3,-5,4,-999,-4,-3,2,5,4,5,4,-999,5,5,-999,-999,-999,-999,-999,-999,-999,-999,1,1
,74,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:42.670Z,1,1,74,,0.0,,,4.0,2.0,1.0,1.0,19.0,1.0,73.0,7.0,-888.0,1,1,ecd,74,,0.0,1.0,5.0,,,-2.0,-3.0,3.0,5.0,-2.0,-5.0,4.0,-5.0,1,4,4,-3,-4,0,-5,4,5,-5,-4,-4,5,-5,-4,-5,5,2,4,2,4,4,4,8,9,4,3,7,1,11,6,1,1
,75,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:43.117Z,1,1,75,,0.0,,,3.0,3.0,1.0,1.0,19.0,1.0,88.0,4.0,-888.0,1,1,49w,75,,0.0,1.0,1.0,,,-5.0,-5.0,0.0,3.0,3.0,-5.0,4.0,-5.0,-1,3,-5,-5,-5,-2,-5,1,3,-5,-5,-4,2,-5,-5,-888,4,2,5,3,4,4,4,7,8,4,3,5,1,11,10,1,1
,76,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:43.136Z,1,1,76,,0.0,,,3.0,1.0,1.0,1.0,22.0,1.0,88.0,4.0,3.7,1,1,ahn,76,,0.0,1.0,8.0,,,1.0,,2.0,3.0,1.0,-5.0,1.0,0.0,1,3,-5,-4,-5,-3,-5,0,1,-5,-5,-4,-1,-5,0,-888,4,2,4,1,5,3,2,6,8,5,4,7,1,11,5,1,1
,77,,0.0,3.0,1.0,4.0,0.0,,1.0,2024-11-13T09:23:44.210Z,1,1,77,,0.0,,,4.0,3.0,1.0,1.0,19.0,-999.0,76.0,4.0,2.3,1,1,bpy,77,,0.0,1.0,3.0,,,2.0,-1.0,2.0,4.0,1.0,-5.0,0.0,-5.0,-1,2,0,-1,-2,5,-5,2,0,-5,-5,-3,2,-5,-5,-2,4,2,4,2,4,4,4,6,7,5,4,5,2,10,7,1,1
,78,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:43.335Z,1,1,78,,0.0,,,3.0,1.0,1.0,1.0,20.0,1.0,78.0,5.0,2.0,1,1,pgx,78,,0.0,1.0,3.0,,,0.0,0.0,3.0,4.0,0.0,-5.0,2.0,-4.0,3,3,0,-2,0,3,-5,0,3,-5,-5,0,4,-5,-3,-5,4,2,4,2,5,5,5,6,6,5,4,7,1,11,9,1,1
,79,,0.0,2.0,5.0,3.0,0.0,,2.0,2024-11-13T09:23:43.418Z,1,1,79,,0.0,,,2.0,3.0,1.0,1.0,20.0,2.0,0.0,5.0,2.7,1,1,rbb,79,,0.0,1.0,3.0,,,1.0,-1.0,1.0,3.0,-1.0,-5.0,1.0,-2.0,-1,0,2,-3,1,0,-5,1,0,-5,-5,-1,1,-5,-3,-5,4,4,4,3,5,4,4,7,9,6,5,7,3,11,1,1,1
,81,,0.0,3.0,1.0,5.0,0.0,,1.0,2024-11-13T09:24:28.731Z,1,1,81,,0.0,,,2.0,3.0,1.0,1.0,20.0,2.0,79.0,5.0,3.0,1,1,3eh,81,,0.0,1.0,1.0,,,-3.0,-4.0,3.0,1.0,-2.0,-5.0,-4.0,-2.0,1,0,0,-1,-3,0,-3,1,-3,-5,-5,-3,0,-5,0,-3,4,4,5,4,4,4,4,7,8,5,4,6,2,11,5,1,1
,82,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:45.100Z,1,1,82,,0.0,,,4.0,4.0,1.0,1.0,19.0,1.0,71.0,7.0,2.3,1,1,fv4,82,,0.0,1.0,3.0,,,-3.0,-4.0,-1.0,3.0,1.0,-5.0,3.0,-5.0,-1,4,0,-1,-4,2,-5,3,4,-5,-5,-4,4,-5,-4,-5,4,2,1,3,4,-888,-888,8,9,5,4,6,2,11,10,1,1
,83,,0.0,2.0,4.0,3.0,0.0,,2.0,2024-11-13T09:23:44.536Z,1,1,83,,0.0,,,1.0,3.0,1.0,1.0,20.0,2.0,21.0,4.0,3.3,1,1,sva,83,,0.0,1.0,1.0,,,-4.0,-5.0,2.0,1.0,-5.0,-5.0,-4.0,-5.0,-2,0,1,-5,-5,5,-5,3,-2,-5,-5,-5,-2,-5,-5,-5,4,2,5,4,4,4,-888,7,8,5,3,7,2,11,7,1,1
,85,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:44.186Z,1,1,85,,0.0,,,1.0,3.0,1.0,1.0,20.0,2.0,88.0,5.0,1.7,1,1,fvy,85,,0.0,1.0,1.0,,,-3.0,-3.0,4.0,3.0,-4.0,-5.0,0.0,-4.0,-2,0,2,-4,-4,0,-5,3,-2,-5,-5,-4,-1,-5,-4,-5,4,3,4,4,4,3,3,8,9,5,4,8,2,11,8,1,1
,86,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:44.475Z,1,1,86,,0.0,,,1.0,3.0,1.0,1.0,18.0,2.0,78.0,7.0,1.7,1,1,3xt,86,,0.0,1.0,2.0,,,4.0,4.0,-1.0,-2.0,2.0,0.0,-5.0,0.0,-4,0,0,2,3,1,-1,-1,-5,-5,-5,5,-3,0,-3,3,4,3,4,3,4,4,4,7,8,4,3,8,1,10,9,1,1
,87,,0.0,2.0,5.0,3.0,0.0,,2.0,2024-11-13T09:23:44.746Z,1,1,87,,0.0,,,4.0,4.0,1.0,1.0,19.0,1.0,71.0,3.0,2.7,1,1,yfk,87,,0.0,1.0,3.0,,,-4.0,-4.0,3.0,4.0,-4.0,-5.0,2.0,-5.0,-3,2,4,-5,-5,2,-5,4,3,-5,-5,-5,4,-5,-5,-4,5,4,5,4,4,4,4,8,9,4,3,9,1,11,10,1,1
,89,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:45.136Z,1,1,89,,0.0,,,2.0,2.0,1.0,1.0,21.0,1.0,88.0,6.0,2.0,1,1,hch,89,,0.0,1.0,4.0,,,3.0,-888.0,3.0,-3.0,4.0,-5.0,0.0,-5.0,4,3,-888,1,-888,-3,-4,1,0,-2,-888,-888,-1,-888,-5,-4,4,2,2,2,5,5,5,8,8,6,8,3,2,11,10,1,1
,90,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:46.661Z,1,1,90,,0.0,,,4.0,4.0,1.0,1.0,20.0,1.0,73.0,2.0,2.0,1,1,uhg,90,,0.0,1.0,3.0,,,-3.0,-3.0,2.0,5.0,-3.0,-5.0,1.0,-5.0,2,2,3,-3,-5,3,-5,5,5,-5,-5,-4,4,-5,-5,-4,4,3,2,2,4,4,4,9,9,4,3,9,1,11,8,1,1
,91,,0.0,3.0,1.0,3.0,1.0,,1.0,2024-11-13T09:23:48.947Z,1,1,91,,0.0,,,-999.0,1.0,-999.0,1.0,19.0,1.0,0.0,8.0,2.3,1,1,ktb,91,,0.0,4.0,,1.0,6.0,-888.0,-888.0,-888.0,-888.0,-888.0,-888.0,-888.0,-888.0,0,2,-888,-888,-888,-1,-3,-888,0,-4,-888,-888,-888,-888,-888,-1,1,-888,4,-888,4,3,4,8,4,5,5,7,3,10,2,1,1
,92,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:47.770Z,1,1,92,,0.0,,,3.0,1.0,1.0,1.0,19.0,1.0,21.0,2.0,2.3,1,1,nrn,92,,0.0,1.0,3.0,,,-4.0,-4.0,5.0,4.0,-3.0,-5.0,-3.0,-5.0,3,4,4,-4,-4,4,-5,4,2,-5,-5,-4,4,-5,-5,-2,4,2,4,3,4,4,4,8,9,4,5,7,3,11,10,1,1
,93,,0.0,2.0,5.0,3.0,0.0,,2.0,2024-11-13T09:23:47.767Z,1,1,93,,0.0,,,1.0,1.0,1.0,1.0,19.0,2.0,78.0,4.0,3.0,1,1,mbv,93,,0.0,1.0,2.0,,,5.0,5.0,2.0,-4.0,4.0,3.0,-4.0,1.0,1,-1,-4,5,5,-4,-2,-2,-4,-5,-4,4,-4,4,3,-3,5,2,5,4,5,4,4,-999,-999,-999,-999,-999,-999,-999,-999,1,1
,94,,0.0,3.0,2.0,3.0,0.0,,1.0,2024-11-13T09:23:48.167Z,1,1,94,,0.0,,,1.0,1.0,1.0,1.0,22.0,1.0,89.0,4.0,-888.0,1,1,th3,94,,0.0,1.0,8.0,,,-5.0,-5.0,1.0,1.0,-4.0,-5.0,-1.0,-5.0,-3,1,2,-4,-5,1,-5,-2,2,-5,-5,-4,-1,-5,-5,-5,3,2,4,2,4,5,4,9,9,6,5,8,2,11,3,1,1
,95,,0.0,3.0,2.0,3.0,0.0,,1.0,2024-11-13T09:23:48.137Z,1,1,95,,0.0,,,4.0,2.0,1.0,1.0,20.0,2.0,40.0,2.0,3.0,1,1,dxh,95,,0.0,1.0,4.0,,,5.0,4.0,0.0,-1.0,4.0,-5.0,-5.0,-5.0,-2,0,-2,2,3,5,-3,0,-2,-5,-5,5,0,-5,-5,-3,4,3,4,4,4,4,4,6,7,4,3,6,1,11,10,1,1
,96,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:48.820Z,1,1,96,,0.0,,,3.0,2.0,0.0,0.0,22.0,1.0,55.0,3.0,3.3,1,1,evs,96,,0.0,1.0,7.0,,,1.0,0.0,0.0,-1.0,2.0,-3.0,-2.0,3.0,-3,-1,-1,1,-1,-1,-1,-999,0,-5,-4,-2,-4,-2,1,-1,4,2,-999,2,3,-999,3,7,8,4,3,7,1,10,6,1,1
,97,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:48.665Z,1,1,97,,0.0,,,1.0,2.0,1.0,1.0,19.0,1.0,72.0,1.0,2.0,1,1,crq,97,,0.0,1.0,1.0,,,-2.0,-4.0,3.0,3.0,-3.0,-5.0,-3.0,-4.0,-3,4,-2,-3,-888,5,-5,1,3,-4,-5,-888,1,-5,-3,-3,4,1,2,2,4,4,4,7,10,5,4,9,3,11,1,1,1
,98,,0.0,3.0,2.0,3.0,0.0,,1.0,2024-11-13T09:23:48.640Z,1,1,98,,0.0,,,1.0,1.0,1.0,1.0,21.0,1.0,87.0,4.0,2.3,1,1,knc,98,,0.0,1.0,3.0,,,-3.0,-4.0,-2.0,4.0,2.0,-5.0,3.0,-4.0,2,4,1,-2,-4,2,-5,4,3,-5,-5,-3,-1,-5,-4,-4,4,4,5,4,4,4,4,6,8,6,4,7,2,11,7,1,1
,99,,0.0,3.0,2.0,3.0,0.0,,1.0,2024-11-13T09:23:48.698Z,1,1,99,,0.0,,,4.0,4.0,1.0,1.0,22.0,2.0,70.0,6.0,2.3,1,1,yte,99,,0.0,1.0,1.0,,,-1.0,-2.0,3.0,2.0,1.0,-4.0,-1.0,-4.0,3,2,3,-1,-2,-3,-4,3,-3,-5,-5,-3,3,-4,-4,-4,4,4,4,4,3,4,4,7,8,3,5,6,1,10,8,1,1
,100,,0.0,3.0,1.0,3.0,0.0,,1.0,2024-11-13T09:23:50.595Z,1,1,100,,0.0,,,3.0,1.0,1.0,1.0,21.0,1.0,88.0,2.0,3.0,1,1,ngr,100,,0.0,1.0,3.0,,,1.0,0.0,1.0,2.0,2.0,-5.0,-5.0,1.0,-2,4,-5,-1,-3,-5,-5,0,3,-5,-5,-5,-5,-5,3,-888,3,2,5,1,4,4,4,6,8,3,3,7,1,11,5,1,1
,101,,0.0,3.0,2.0,3.0,0.0,,1.0,2024-11-13T09:23:45.070Z,1,1,101,,0.0,,,3.0,1.0,1.0,1.0,23.0,1.0,76.0,6.0,2.0,1,1,pkt,101,,0.0,1.0,4.0,,,-1.0,-1.0,-2.0,-3.0,1.0,-5.0,-4.0,-5.0,-2,-1,-3,0,-3,-2,-5,-2,-2,-5,-5,-4,-3,-5,-5,-5,5,1,5,1,5,5,5,6,7,5,4,6,2,10,1,1,1
,103,,0.0,3.0,1.0,2.0,0.0,,1.0,2024-11-13T09:23:49.554Z,1,1,103,,0.0,,,4.0,4.0,1.0,1.0,22.0,2.0,79.0,7.0,2.7,1,1,bey,103,,0.0,1.0,3.0,,,-4.0,-5.0,2.0,4.0,-5.0,-5.0,-2.0,-5.0,-4,4,3,-5,-5,2,-5,5,3,-5,-5,-5,4,-5,-4,-5,4,3,4,3,4,3,4,9,10,5,4,6,2,11,8,1,1
,104,,0.0,3.0,1.0,4.0,0.0,,1.0,2024-11-13T09:23:54.071Z,1,1,104,,0.0,,,2.0,2.0,1.0,1.0,19.0,2.0,0.0,2.0,2.0,1,1,ddh,104,,0.0,4.0,1.0,1.0,1.0,-3.0,-4.0,2.0,3.0,2.0,-5.0,1.0,-5.0,-3,-2,-1,-3,-5,-2,-5,5,-1,-5,-5,1,-2,-5,-5,-5,5,3,5,3,5,5,5,9,10,4,2,7,1,11,6,1,1
,105,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:51.452Z,1,1,105,,0.0,,,2.0,2.0,1.0,1.0,21.0,1.0,78.0,7.0,2.0,1,1,9ra,105,,0.0,1.0,5.0,,,3.0,3.0,3.0,2.0,1.0,-5.0,3.0,2.0,1,4,1,0,0,0,-3,-888,1,-5,-888,0,1,-5,3,2,2,1,4,2,-888,-888,-888,7,7,4,4,4,3,11,7,1,1
,106,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:52.347Z,1,1,106,,0.0,,,1.0,1.0,1.0,1.0,18.0,2.0,78.0,2.0,2.7,1,1,ebs,106,,0.0,1.0,1.0,,,-1.0,-2.0,4.0,3.0,-2.0,-5.0,0.0,-3.0,3,2,3,-3,-3,4,-5,2,-1,-5,-5,-2,3,-5,-4,-4,4,3,5,4,4,4,4,8,9,4,5,7,2,11,1,1,1
,107,,0.0,2.0,5.0,3.0,0.0,,2.0,2024-11-13T09:23:52.593Z,1,1,107,,0.0,,,1.0,3.0,1.0,1.0,21.0,1.0,67.0,3.0,2.0,1,1,h9k,107,,0.0,1.0,3.0,,,-1.0,-4.0,4.0,5.0,-5.0,-5.0,0.0,-5.0,3,4,0,-5,-5,0,-5,5,0,-5,-5,-5,4,-5,-5,-4,5,4,5,3,5,5,5,9,10,4,3,7,1,11,11,1,1
,109,,0.0,3.0,2.0,3.0,1.0,,2.0,2024-11-13T09:23:53.306Z,1,1,109,,0.0,,,3.0,3.0,0.0,1.0,18.0,1.0,0.0,8.0,2.7,1,1,gga,109,,0.0,4.0,,2.0,,-1.0,0.0,3.0,0.0,0.0,-888.0,-3.0,0.0,-888,4,-888,-888,-888,5,-3,-999,-5,-4,0,0,0,-888,-888,0,3,3,2,3,4,4,4,7,11,2,7,1,1,6,6,1,1
,110,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:53.817Z,1,1,110,,0.0,,,2.0,1.0,1.0,1.0,20.0,1.0,88.0,1.0,2.0,1,1,saf,110,,0.0,1.0,2.0,,,4.0,3.0,2.0,0.0,0.0,-5.0,-3.0,-4.0,1,4,2,0,1,3,-5,0,0,-5,-5,2,0,-5,-2,-1,4,4,4,3,5,5,4,8,8,5,3,7,1,11,1,1,1
,111,,0.0,3.0,1.0,3.0,1.0,,1.0,2024-11-13T09:23:55.323Z,1,1,111,,0.0,,,1.0,1.0,1.0,1.0,19.0,1.0,0.0,8.0,-888.0,1,1,whx,111,,0.0,4.0,,1.0,3.0,-888.0,-888.0,2.0,4.0,0.0,-5.0,3.0,1.0,-2,2,-888,-888,-888,2,-4,-2,4,-4,-888,-888,-888,-888,0,-4,3,-888,2,-888,4,3,4,-999,-999,-999,-999,-999,-999,-999,-999,1,1
,112,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:54.249Z,1,1,112,,0.0,,,-999.0,1.0,-999.0,1.0,19.0,1.0,78.0,5.0,2.0,1,1,hhb,112,,0.0,1.0,7.0,,,2.0,0.0,1.0,-5.0,-1.0,0.0,4.0,-888.0,-2,-2,-3,-1,1,-5,2,-2,0,-888,-3,0,-5,0,-888,-5,4,1,4,2,5,5,5,9,10,6,4,8,3,11,6,1,1
,113,,0.0,2.0,4.0,3.0,0.0,,2.0,2024-11-13T09:23:55.704Z,1,1,113,,0.0,,,4.0,1.0,1.0,-999.0,19.0,1.0,91.0,7.0,3.0,1,1,buv,113,,0.0,1.0,1.0,,,-2.0,-4.0,3.0,3.0,-3.0,-5.0,3.0,-5.0,0,1,2,-2,-2,2,-5,4,4,-5,-5,-4,4,-5,-5,-5,4,-888,2,-888,4,4,-888,8,9,4,6,8,2,11,9,1,1
,114,,0.0,3.0,2.0,2.0,0.0,,1.0,2024-11-13T09:23:54.194Z,1,1,114,,0.0,,,1.0,3.0,0.0,1.0,21.0,2.0,0.0,5.0,4.0,1,1,vxf,114,,0.0,1.0,3.0,,,-5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,-5.0,5,5,5,-1,-4,5,-5,5,2,-5,-5,-4,5,-5,-5,-5,4,5,5,5,4,4,4,7,8,4,3,6,1,11,6,1,1
,115,,0.0,3.0,2.0,3.0,0.0,,1.0,2024-11-13T09:23:54.782Z,1,1,115,,0.0,,,2.0,1.0,1.0,1.0,18.0,1.0,78.0,2.0,2.3,1,1,ceh,115,,0.0,1.0,8.0,,,-4.0,-4.0,3.0,4.0,0.0,-5.0,2.0,-2.0,-3,5,-3,0,-3,0,-5,-888,2,-5,-5,4,3,-3,-2,-888,3,3,4,4,3,4,4,5,5,3,2,3,1,11,7,1,1
,116,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:55.018Z,1,1,116,,0.0,,,3.0,4.0,1.0,1.0,20.0,2.0,72.0,2.0,2.0,1,1,cpk,116,,0.0,1.0,2.0,,,1.0,0.0,1.0,0.0,-1.0,-5.0,-4.0,-5.0,-1,2,1,-2,1,3,-4,2,-2,-5,-5,0,2,-5,-5,-5,4,4,5,4,3,4,3,6,7,5,5,6,3,11,2,1,1
,117,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:54.604Z,1,1,117,,0.0,,,4.0,3.0,1.0,1.0,18.0,1.0,78.0,2.0,2.3,1,1,kry,117,,0.0,1.0,3.0,,,0.0,-3.0,3.0,2.0,0.0,-5.0,-3.0,-5.0,-2,5,0,-2,0,-5,-5,0,2,1,0,-5,0,-5,0,0,-888,2,1,3,4,3,3,7,9,5,3,8,1,11,4,1,1
,118,,0.0,3.0,3.0,3.0,0.0,,2.0,2024-11-13T09:23:54.783Z,1,1,118,,0.0,,,2.0,2.0,1.0,1.0,19.0,1.0,66.0,2.0,2.0,1,1,ywc,118,,0.0,,,,,1.0,-3.0,3.0,4.0,-3.0,-5.0,-2.0,-4.0,2,1,4,-3,-4,2,-5,4,1,-5,-5,-4,3,-5,-5,-4,4,4,2,2,4,5,3,9,10,5,3,9,2,11,9,1,1
,119,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:55.430Z,1,1,119,,0.0,,,4.0,1.0,1.0,1.0,20.0,1.0,61.0,2.0,1.3,1,1,qhv,119,,0.0,1.0,1.0,,,4.0,2.0,5.0,3.0,-2.0,-5.0,-1.0,-5.0,2,3,4,-2,3,3,-5,-2,5,-4,-5,3,2,-1,-4,-3,1,-888,4,4,5,5,5,9,9,4,2,8,1,11,10,1,1
,120,,0.0,3.0,1.0,2.0,0.0,,1.0,2024-11-13T09:23:56.005Z,1,1,120,,0.0,,,4.0,4.0,1.0,1.0,19.0,2.0,76.0,5.0,2.7,1,1,9xy,120,,0.0,1.0,1.0,,,-2.0,-3.0,4.0,3.0,-5.0,-5.0,0.0,-4.0,0,0,1,-5,-3,1,-5,2,0,-5,-5,-4,2,-5,-4,-4,5,3,5,3,4,4,4,9,8,4,4,8,2,11,2,1,1
,121,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:23:56.372Z,1,1,121,,0.0,,,1.0,1.0,1.0,1.0,28.0,2.0,88.0,6.0,2.7,1,1,kmw,121,,0.0,1.0,2.0,,,2.0,3.0,-3.0,-5.0,3.0,2.0,-5.0,-2.0,-2,-5,1,3,2,0,2,-5,-1,-5,-999,-1,-5,-1,1,-3,3,2,4,4,4,5,4,7,8,4,2,9,1,11,7,1,1
,122,,0.0,3.0,1.0,5.0,0.0,,1.0,2024-11-13T09:23:56.776Z,1,1,122,,0.0,,,4.0,3.0,1.0,1.0,19.0,1.0,71.0,3.0,2.3,1,1,h9x,122,,0.0,1.0,3.0,,,0.0,-3.0,2.0,3.0,1.0,-5.0,0.0,-4.0,0,2,0,-1,-2,2,-5,1,0,-5,-5,-3,3,-4,-4,-3,4,3,2,3,4,4,4,8,9,4,5,7,2,11,1,1,1
,123,,0.0,2.0,5.0,3.0,0.0,,2.0,2024-11-13T09:23:56.860Z,1,1,123,,0.0,,,4.0,4.0,1.0,1.0,20.0,2.0,73.0,7.0,1.7,1,1,e3v,123,,0.0,1.0,3.0,,,0.0,-2.0,2.0,3.0,0.0,-5.0,-3.0,-5.0,2,1,3,0,-2,4,-4,4,1,-5,-5,-2,3,-5,-5,-3,5,3,5,4,4,4,4,8,9,5,4,7,1,11,6,1,1
,126,,0.0,2.0,5.0,3.0,0.0,,2.0,2024-11-13T09:23:59.625Z,1,1,126,,0.0,,,-999.0,1.0,-999.0,1.0,18.0,1.0,73.0,2.0,-888.0,1,1,vgv,126,,0.0,1.0,1.0,,,-4.0,-5.0,3.0,2.0,0.0,-5.0,-2.0,-2.0,1,4,2,-2,-4,0,-5,5,2,-5,-5,-3,-999,-4,-2,-4,4,3,4,4,5,4,4,7,8,5,3,6,1,10,5,1,1
,127,,0.0,3.0,1.0,5.0,1.0,,1.0,2024-11-13T09:24:12.558Z,1,1,127,,0.0,,,2.0,1.0,1.0,1.0,19.0,1.0,71.0,8.0,2.0,1,1,wrc,127,,0.0,1.0,1.0,,,-2.0,-3.0,3.0,1.0,-2.0,-5.0,1.0,-4.0,-1,3,0,-2,-1,2,-5,1,2,-5,-5,0,3,-4,-2,-5,4,2,2,3,3,2,4,8,9,6,4,7,3,11,6,1,1
,128,,0.0,3.0,2.0,3.0,0.0,,1.0,2024-11-13T09:24:00.245Z,1,1,128,,0.0,,,4.0,4.0,1.0,1.0,20.0,1.0,64.0,7.0,1.7,1,1,amu,128,,0.0,1.0,3.0,,,-4.0,-5.0,0.0,1.0,2.0,-5.0,-4.0,-4.0,1,4,2,2,-5,-5,-5,3,-888,-5,-5,-4,-2,-4,-2,-5,5,4,4,4,4,5,5,8,9,5,6,8,2,11,9,1,1
,130,,0.0,3.0,1.0,3.0,1.0,,1.0,2024-11-13T09:24:01.695Z,1,1,130,,0.0,,,3.0,2.0,0.0,0.0,21.0,2.0,34.0,8.0,2.0,1,1,mhp,130,,0.0,4.0,,1.0,8.0,0.0,0.0,0.0,-5.0,0.0,-3.0,0.0,0.0,-888,-4,-888,-888,-888,1,-4,-888,2,2,-888,-888,-888,-888,-888,-5,5,4,-888,3,4,5,5,8,4,5,5,5,4,10,7,1,1
,131,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:24:02.361Z,1,1,131,,0.0,,,-999.0,1.0,-999.0,1.0,20.0,1.0,89.0,2.0,2.0,1,1,ucp,131,,0.0,1.0,1.0,,,-3.0,-4.0,2.0,3.0,-3.0,-5.0,-2.0,-4.0,1,3,1,-2,-3,0,-5,2,2,-5,0,-3,3,-5,-4,-5,4,2,4,2,5,5,5,7,8,5,5,7,4,11,8,1,1
,132,,0.0,3.0,1.0,3.0,0.0,,1.0,2024-11-13T09:24:00.567Z,1,1,132,,0.0,,,1.0,1.0,1.0,1.0,20.0,1.0,27.0,2.0,3.3,1,1,ffe,132,,0.0,1.0,1.0,,,-4.0,-5.0,4.0,4.0,-3.0,-5.0,2.0,-5.0,3,4,-1,-4,-5,4,-5,4,2,-5,-5,-5,3,-5,-5,-5,4,3,5,4,4,5,4,8,9,5,4,8,1,11,10,1,1
,133,,0.0,3.0,2.0,3.0,0.0,,2.0,2024-11-13T09:24:03.309Z,1,1,133,,0.0,,,1.0,1.0,1.0,1.0,19.0,1.0,76.0,5.0,2.0,1,1,fep,133,,0.0,1.0,3.0,,,-3.0,-4.0,2.0,3.0,-4.0,-5.0,-3.0,-5.0,-3,5,-2,-2,-2,-1,-5,1,2,-5,-5,-3,0,-5,-5,-5,5,1,4,2,5,5,4,7,8,6,4,8,1,11,2,1,1
,134,,0.0,3.0,1.0,3.0,1.0,,1.0,2024-11-13T09:24:03.997Z,1,1,134,,0.0,,,2.0,3.0,1.0,1.0,22.0,1.0,57.0,-999.0,2.3,1,1,gth,134,,0.0,4.0,,1.0,3.0,-2.0,-2.0,2.0,4.0,1.0,-5.0,0.0,-2.0,2,4,0,0,0,4,-5,0,3,-5,0,0,0,0,0,-5,4,4,3,-999,4,4,4,8,8,4,4,6,3,11,2,1,1
